step,t,true_n,true_e,true_d,true_vn,true_ve,true_vd,true_qw,true_qx,true_qy,true_qz,true_wx,true_wy,true_wz,est_n,est_e,est_d,est_vn,est_ve,est_vd,est_qw,est_qx,est_qy,est_qz,est_wx,est_wy,est_wz,m0,m1,m2,m3,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
1096,4.384000,0.000000,-0.000000,-4.963579,0.000000,-0.000000,-0.092665,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.935183,0.000000,-0.000000,-0.044488,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.499015,0.499015,0.499015,0.499015,0.000000,0.000000,-9.792839,0.000000,0.000000,0.000000
1097,4.388000,0.000000,-0.000000,-4.963949,0.000000,-0.000000,-0.092595,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.935360,0.000000,-0.000000,-0.044530,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.499004,0.499004,0.499004,0.499004,0.000000,0.000000,-9.792631,0.000000,0.000000,0.000000
1098,4.392000,0.000000,-0.000000,-4.964319,0.000000,-0.000000,-0.092524,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.935539,0.000000,-0.000000,-0.044572,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498994,0.498994,0.498994,0.498994,0.000000,-0.000000,-9.792423,0.000000,0.000000,0.000000
1099,4.396000,0.000000,-0.000000,-4.964689,0.000000,-0.000000,-0.092452,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.935717,0.000000,-0.000000,-0.044614,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498983,0.498983,0.498983,0.498983,0.000000,-0.000000,-9.792215,0.000000,0.000000,0.000000
1100,4.400000,0.000000,-0.000000,-4.965058,0.000000,-0.000000,-0.092379,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.935895,0.000000,-0.000000,-0.044656,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498972,0.498972,0.498972,0.498972,0.000000,0.000000,-9.792007,0.000000,0.000000,0.000000
1101,4.404000,0.000000,-0.000000,-4.965427,0.000000,-0.000000,-0.092306,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936074,0.000000,-0.000000,-0.044697,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498962,0.498962,0.498962,0.498962,0.000000,0.000000,-9.791800,0.000000,0.000000,0.000000
1102,4.408000,0.000000,-0.000000,-4.965796,0.000000,-0.000000,-0.092231,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936253,0.000000,-0.000000,-0.044739,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498951,0.498951,0.498951,0.498951,0.000000,-0.000000,-9.791592,0.000000,0.000000,0.000000
1103,4.412000,0.000000,-0.000000,-4.966165,0.000000,-0.000000,-0.092156,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936432,0.000000,-0.000000,-0.044780,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498940,0.498940,0.498940,0.498940,0.000000,-0.000000,-9.791383,0.000000,0.000000,0.000000
1104,4.416000,0.000000,-0.000000,-4.966534,0.000000,-0.000000,-0.092080,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936611,0.000000,-0.000000,-0.044822,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498929,0.498929,0.498929,0.498929,0.000000,0.000000,-9.791175,0.000000,0.000000,0.000000
1105,4.420000,0.000000,-0.000000,-4.966901,0.000000,-0.000000,-0.092003,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936790,0.000000,-0.000000,-0.044863,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498919,0.498919,0.498919,0.498919,0.000000,0.000000,-9.790967,0.000000,0.000000,0.000000
1106,4.424000,0.000000,-0.000000,-4.967269,0.000000,-0.000000,-0.091925,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.936970,0.000000,-0.000000,-0.044904,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498908,0.498908,0.498908,0.498908,0.000000,-0.000000,-9.790758,0.000000,0.000000,0.000000
1107,4.428000,0.000000,-0.000000,-4.967637,0.000000,-0.000000,-0.091846,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.937150,0.000000,-0.000000,-0.044946,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498897,0.498897,0.498897,0.498897,0.000000,-0.000000,-9.790550,0.000000,0.000000,0.000000
1108,4.432000,0.000000,-0.000000,-4.968004,0.000000,-0.000000,-0.091767,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.937329,0.000000,-0.000000,-0.044987,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498887,0.498887,0.498887,0.498887,0.000000,-0.000000,-9.790341,0.000000,0.000000,0.000000
1109,4.436000,0.000000,-0.000000,-4.968370,0.000000,-0.000000,-0.091686,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.937509,0.000000,-0.000000,-0.045028,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498876,0.498876,0.498876,0.498876,0.000000,-0.000000,-9.790133,0.000000,0.000000,0.000000
1110,4.440000,0.000000,-0.000000,-4.968737,0.000000,-0.000000,-0.091605,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.937689,0.000000,-0.000000,-0.045069,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498865,0.498865,0.498865,0.498865,0.000000,0.000000,-9.789925,0.000000,0.000000,0.000000
1111,4.444000,0.000000,-0.000000,-4.969103,0.000000,-0.000000,-0.091523,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.937870,0.000000,-0.000000,-0.045110,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498855,0.498855,0.498855,0.498855,0.000000,-0.000000,-9.789717,0.000000,0.000000,0.000000
1112,4.448000,0.000000,-0.000000,-4.969469,0.000000,-0.000000,-0.091441,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938050,0.000000,-0.000000,-0.045150,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498844,0.498844,0.498844,0.498844,0.000000,0.000000,-9.789508,0.000000,0.000000,0.000000
1113,4.452000,0.000000,-0.000000,-4.969834,0.000000,-0.000000,-0.091357,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938231,0.000000,-0.000000,-0.045191,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498833,0.498833,0.498833,0.498833,0.000000,-0.000000,-9.789299,0.000000,0.000000,0.000000
1114,4.456000,0.000000,-0.000000,-4.970199,0.000000,-0.000000,-0.091272,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938411,0.000000,-0.000000,-0.045232,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498823,0.498823,0.498823,0.498823,0.000000,-0.000000,-9.789091,0.000000,0.000000,0.000000
1115,4.460000,0.000000,-0.000000,-4.970564,0.000000,-0.000000,-0.091187,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938592,0.000000,-0.000000,-0.045272,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498812,0.498812,0.498812,0.498812,0.000000,0.000000,-9.788882,0.000000,0.000000,0.000000
1116,4.464000,0.000000,-0.000000,-4.970928,0.000000,-0.000000,-0.091101,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938773,0.000000,-0.000000,-0.045313,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498801,0.498801,0.498801,0.498801,0.000000,0.000000,-9.788673,0.000000,0.000000,0.000000
1117,4.468000,0.000000,-0.000000,-4.971292,0.000000,-0.000000,-0.091014,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.938954,0.000000,-0.000000,-0.045353,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498791,0.498791,0.498791,0.498791,0.000000,0.000000,-9.788465,0.000000,0.000000,0.000000
1118,4.472000,0.000000,-0.000000,-4.971656,0.000000,-0.000000,-0.090926,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.939136,0.000000,-0.000000,-0.045393,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498780,0.498780,0.498780,0.498780,0.000000,0.000000,-9.788257,0.000000,0.000000,0.000000
1119,4.476000,0.000000,-0.000000,-4.972020,0.000000,-0.000000,-0.090838,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.939317,0.000000,-0.000000,-0.045433,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498769,0.498769,0.498769,0.498769,0.000000,-0.000000,-9.788048,0.000000,0.000000,0.000000
1120,4.480000,0.000000,-0.000000,-4.972383,0.000000,-0.000000,-0.090748,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.939499,0.000000,-0.000000,-0.045473,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498759,0.498759,0.498759,0.498759,0.000000,-0.000000,-9.787840,0.000000,0.000000,0.000000
1121,4.484000,0.000000,-0.000000,-4.972745,0.000000,-0.000000,-0.090658,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.939681,0.000000,-0.000000,-0.045513,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498748,0.498748,0.498748,0.498748,0.000000,-0.000000,-9.787631,0.000000,0.000000,0.000000
1122,4.488000,0.000000,-0.000000,-4.973107,0.000000,-0.000000,-0.090567,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.939863,0.000000,-0.000000,-0.045553,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498737,0.498737,0.498737,0.498737,0.000000,-0.000000,-9.787422,0.000000,0.000000,0.000000
1123,4.492000,0.000000,-0.000000,-4.973469,0.000000,-0.000000,-0.090475,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940045,0.000000,-0.000000,-0.045592,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498727,0.498727,0.498727,0.498727,0.000000,-0.000000,-9.787214,0.000000,0.000000,0.000000
1124,4.496000,0.000000,-0.000000,-4.973831,0.000000,-0.000000,-0.090382,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940227,0.000000,-0.000000,-0.045632,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498716,0.498716,0.498716,0.498716,0.000000,0.000000,-9.787005,0.000000,0.000000,0.000000
1125,4.500000,0.000000,-0.000000,-4.974192,0.000000,-0.000000,-0.090288,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940410,0.000000,-0.000000,-0.045671,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498705,0.498705,0.498705,0.498705,0.000000,0.000000,-9.786798,0.000000,0.000000,0.000000
1126,4.504000,0.000000,-0.000000,-4.974553,0.000000,-0.000000,-0.090194,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940592,0.000000,-0.000000,-0.045711,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498695,0.498695,0.498695,0.498695,0.000000,-0.000000,-9.786589,0.000000,0.000000,0.000000
1127,4.508000,0.000000,-0.000000,-4.974913,0.000000,-0.000000,-0.090098,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940775,0.000000,-0.000000,-0.045750,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498684,0.498684,0.498684,0.498684,0.000000,-0.000000,-9.786380,0.000000,0.000000,0.000000
1128,4.512000,0.000000,-0.000000,-4.975273,0.000000,-0.000000,-0.090002,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.940958,0.000000,-0.000000,-0.045789,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498673,0.498673,0.498673,0.498673,0.000000,-0.000000,-9.786172,0.000000,0.000000,0.000000
1129,4.516000,0.000000,-0.000000,-4.975633,0.000000,-0.000000,-0.089905,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.941141,0.000000,-0.000000,-0.045828,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498663,0.498663,0.498663,0.498663,0.000000,-0.000000,-9.785963,0.000000,0.000000,0.000000
1130,4.520000,0.000000,-0.000000,-4.975992,0.000000,-0.000000,-0.089808,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.941324,0.000000,-0.000000,-0.045867,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498652,0.498652,0.498652,0.498652,0.000000,0.000000,-9.785755,0.000000,0.000000,0.000000
1131,4.524000,0.000000,-0.000000,-4.976351,0.000000,-0.000000,-0.089709,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.941508,0.000000,-0.000000,-0.045905,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498641,0.498641,0.498641,0.498641,0.000000,0.000000,-9.785547,0.000000,0.000000,0.000000
1132,4.528000,0.000000,-0.000000,-4.976709,0.000000,-0.000000,-0.089609,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.941691,0.000000,-0.000000,-0.045944,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498631,0.498631,0.498631,0.498631,0.000000,-0.000000,-9.785338,0.000000,0.000000,0.000000
1133,4.532000,0.000000,-0.000000,-4.977067,0.000000,-0.000000,-0.089509,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.941875,0.000000,-0.000000,-0.045982,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498620,0.498620,0.498620,0.498620,0.000000,-0.000000,-9.785131,0.000000,0.000000,0.000000
1134,4.536000,0.000000,-0.000000,-4.977425,0.000000,-0.000000,-0.089408,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942059,0.000000,-0.000000,-0.046021,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498610,0.498610,0.498610,0.498610,0.000000,-0.000000,-9.784923,0.000000,0.000000,0.000000
1135,4.540000,0.000000,-0.000000,-4.977782,0.000000,-0.000000,-0.089306,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942243,0.000000,-0.000000,-0.046059,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498599,0.498599,0.498599,0.498599,0.000000,-0.000000,-9.784715,0.000000,0.000000,0.000000
1136,4.544000,0.000000,-0.000000,-4.978139,0.000000,-0.000000,-0.089203,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942427,0.000000,-0.000000,-0.046097,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498588,0.498588,0.498588,0.498588,0.000000,-0.000000,-9.784507,0.000000,0.000000,0.000000
1137,4.548000,0.000000,-0.000000,-4.978495,0.000000,-0.000000,-0.089100,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942612,0.000000,-0.000000,-0.046135,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498578,0.498578,0.498578,0.498578,0.000000,0.000000,-9.784299,0.000000,0.000000,0.000000
1138,4.552000,0.000000,-0.000000,-4.978851,0.000000,-0.000000,-0.088995,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942796,0.000000,-0.000000,-0.046172,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498567,0.498567,0.498567,0.498567,0.000000,0.000000,-9.784091,0.000000,0.000000,0.000000
1139,4.556000,0.000000,-0.000000,-4.979207,0.000000,-0.000000,-0.088890,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.942981,0.000000,-0.000000,-0.046210,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498557,0.498557,0.498557,0.498557,0.000000,-0.000000,-9.783883,0.000000,0.000000,0.000000
1140,4.560000,0.000000,-0.000000,-4.979562,0.000000,-0.000000,-0.088784,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.943166,0.000000,-0.000000,-0.046247,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498546,0.498546,0.498546,0.498546,0.000000,-0.000000,-9.783675,0.000000,0.000000,0.000000
1141,4.564000,0.000000,-0.000000,-4.979917,0.000000,-0.000000,-0.088677,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.943351,0.000000,-0.000000,-0.046285,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498535,0.498535,0.498535,0.498535,0.000000,0.000000,-9.783467,0.000000,0.000000,0.000000
1142,4.568000,0.000000,-0.000000,-4.980271,0.000000,-0.000000,-0.088569,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.943536,0.000000,-0.000000,-0.046322,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498525,0.498525,0.498525,0.498525,0.000000,-0.000000,-9.783260,0.000000,0.000000,0.000000
1143,4.572000,0.000000,-0.000000,-4.980625,0.000000,-0.000000,-0.088460,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.943721,0.000000,-0.000000,-0.046359,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498514,0.498514,0.498514,0.498514,0.000000,-0.000000,-9.783052,0.000000,0.000000,0.000000
1144,4.576000,0.000000,-0.000000,-4.980978,0.000000,-0.000000,-0.088351,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.943907,0.000000,-0.000000,-0.046396,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498504,0.498504,0.498504,0.498504,0.000000,0.000000,-9.782845,0.000000,0.000000,0.000000
1145,4.580000,0.000000,-0.000000,-4.981331,0.000000,-0.000000,-0.088241,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.944092,0.000000,-0.000000,-0.046432,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498493,0.498493,0.498493,0.498493,0.000000,0.000000,-9.782638,0.000000,0.000000,0.000000
1146,4.584000,0.000000,-0.000000,-4.981684,0.000000,-0.000000,-0.088129,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.944278,0.000000,-0.000000,-0.046469,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498483,0.498483,0.498483,0.498483,0.000000,0.000000,-9.782431,0.000000,0.000000,0.000000
1147,4.588000,0.000000,-0.000000,-4.982036,0.000000,-0.000000,-0.088017,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.944464,0.000000,-0.000000,-0.046505,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498472,0.498472,0.498472,0.498472,0.000000,-0.000000,-9.782224,0.000000,0.000000,0.000000
1148,4.592000,0.000000,-0.000000,-4.982388,0.000000,-0.000000,-0.087905,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.944650,0.000000,-0.000000,-0.046541,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498461,0.498461,0.498461,0.498461,0.000000,-0.000000,-9.782017,0.000000,0.000000,0.000000
1149,4.596000,0.000000,-0.000000,-4.982738,0.000000,-0.000000,-0.087791,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.944836,0.000000,-0.000000,-0.046578,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498451,0.498451,0.498451,0.498451,0.000000,-0.000000,-9.781810,0.000000,0.000000,0.000000
1150,4.600000,0.000000,-0.000000,-4.983089,0.000000,-0.000000,-0.087677,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945023,0.000000,-0.000000,-0.046613,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498440,0.498440,0.498440,0.498440,0.000000,-0.000000,-9.781603,0.000000,0.000000,0.000000
1151,4.604000,0.000000,-0.000000,-4.983439,0.000000,-0.000000,-0.087561,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945209,0.000000,-0.000000,-0.046649,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498430,0.498430,0.498430,0.498430,0.000000,0.000000,-9.781396,0.000000,0.000000,0.000000
1152,4.608000,0.000000,-0.000000,-4.983789,0.000000,-0.000000,-0.087445,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945395,0.000000,-0.000000,-0.046685,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498419,0.498419,0.498419,0.498419,0.000000,-0.000000,-9.781190,0.000000,0.000000,0.000000
1153,4.612000,0.000000,-0.000000,-4.984138,0.000000,-0.000000,-0.087329,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945582,0.000000,-0.000000,-0.046720,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498409,0.498409,0.498409,0.498409,0.000000,0.000000,-9.780983,0.000000,0.000000,0.000000
1154,4.616000,0.000000,-0.000000,-4.984488,0.000000,-0.000000,-0.087211,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945769,0.000000,-0.000000,-0.046755,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498398,0.498398,0.498398,0.498398,0.000000,-0.000000,-9.780777,0.000000,0.000000,0.000000
1155,4.620000,0.000000,-0.000000,-4.984836,0.000000,-0.000000,-0.087092,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.945956,0.000000,-0.000000,-0.046790,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498388,0.498388,0.498388,0.498388,0.000000,0.000000,-9.780571,0.000000,0.000000,0.000000
1156,4.624000,0.000000,-0.000000,-4.985184,0.000000,-0.000000,-0.086973,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.946144,0.000000,-0.000000,-0.046825,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498377,0.498377,0.498377,0.498377,0.000000,-0.000000,-9.780365,0.000000,0.000000,0.000000
1157,4.628000,0.000000,-0.000000,-4.985531,0.000000,-0.000000,-0.086853,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.946331,0.000000,-0.000000,-0.046860,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498367,0.498367,0.498367,0.498367,0.000000,-0.000000,-9.780159,0.000000,0.000000,0.000000
1158,4.632000,0.000000,-0.000000,-4.985878,0.000000,-0.000000,-0.086732,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.946517,0.000000,-0.000000,-0.046894,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498357,0.498357,0.498357,0.498357,0.000000,-0.000000,-9.779953,0.000000,0.000000,0.000000
1159,4.636000,0.000000,-0.000000,-4.986225,0.000000,-0.000000,-0.086610,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.946704,0.000000,-0.000000,-0.046928,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498346,0.498346,0.498346,0.498346,0.000000,-0.000000,-9.779748,0.000000,0.000000,0.000000
1160,4.640000,0.000000,-0.000000,-4.986570,0.000000,-0.000000,-0.086487,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.946892,0.000000,-0.000000,-0.046963,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498336,0.498336,0.498336,0.498336,0.000000,0.000000,-9.779542,0.000000,0.000000,0.000000
1161,4.644000,0.000000,-0.000000,-4.986916,0.000000,-0.000000,-0.086364,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.947079,0.000000,-0.000000,-0.046996,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498325,0.498325,0.498325,0.498325,0.000000,0.000000,-9.779337,0.000000,0.000000,0.000000
1162,4.648000,0.000000,-0.000000,-4.987261,0.000000,-0.000000,-0.086239,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.947267,0.000000,-0.000000,-0.047030,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498315,0.498315,0.498315,0.498315,0.000000,0.000000,-9.779132,0.000000,0.000000,0.000000
1163,4.652000,0.000000,-0.000000,-4.987605,0.000000,-0.000000,-0.086114,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.947454,0.000000,-0.000000,-0.047064,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498305,0.498305,0.498305,0.498305,0.000000,0.000000,-9.778927,0.000000,0.000000,0.000000
1164,4.656000,0.000000,-0.000000,-4.987949,0.000000,-0.000000,-0.085988,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.947642,0.000000,-0.000000,-0.047097,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498294,0.498294,0.498294,0.498294,0.000000,0.000000,-9.778722,0.000000,0.000000,0.000000
