step,t,true_n,true_e,true_d,true_vn,true_ve,true_vd,true_qw,true_qx,true_qy,true_qz,true_wx,true_wy,true_wz,est_n,est_e,est_d,est_vn,est_ve,est_vd,est_qw,est_qx,est_qy,est_qz,est_wx,est_wy,est_wz,m0,m1,m2,m3,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
233,0.932000,0.000000,-0.000000,-4.794216,0.000000,-0.000000,0.084059,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.811078,0.000000,-0.000000,0.029593,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510117,0.510117,0.510117,0.510117,0.000000,-0.000000,-10.024015,0.000000,0.000000,0.000000
234,0.936000,0.000000,-0.000000,-4.793883,0.000000,-0.000000,0.083213,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810914,0.000000,-0.000000,0.028807,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510059,0.510059,0.510059,0.510059,0.000000,-0.000000,-10.022796,0.000000,0.000000,0.000000
235,0.940000,0.000000,-0.000000,-4.793554,0.000000,-0.000000,0.082372,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810753,0.000000,-0.000000,0.028028,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.510002,0.510002,0.510002,0.510002,0.000000,0.000000,-10.021583,0.000000,0.000000,0.000000
236,0.944000,0.000000,-0.000000,-4.793228,0.000000,-0.000000,0.081535,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810595,0.000000,-0.000000,0.027253,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509945,0.509945,0.509945,0.509945,0.000000,0.000000,-10.020377,0.000000,0.000000,0.000000
237,0.948000,0.000000,-0.000000,-4.792905,0.000000,-0.000000,0.080703,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810440,0.000000,-0.000000,0.026484,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509889,0.509889,0.509889,0.509889,0.000000,-0.000000,-10.019178,0.000000,0.000000,0.000000
238,0.952000,0.000000,-0.000000,-4.792585,0.000000,-0.000000,0.079876,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810287,0.000000,-0.000000,0.025721,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509833,0.509833,0.509833,0.509833,0.000000,0.000000,-10.017987,0.000000,0.000000,0.000000
239,0.956000,0.000000,-0.000000,-4.792269,0.000000,-0.000000,0.079053,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.810137,0.000000,-0.000000,0.024962,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509777,0.509777,0.509777,0.509777,0.000000,0.000000,-10.016802,0.000000,0.000000,0.000000
240,0.960000,0.000000,-0.000000,-4.791956,0.000000,-0.000000,0.078235,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809991,0.000000,-0.000000,0.024210,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509722,0.509722,0.509722,0.509722,0.000000,-0.000000,-10.015624,0.000000,0.000000,0.000000
241,0.964000,0.000000,-0.000000,-4.791646,0.000000,-0.000000,0.077422,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809847,0.000000,-0.000000,0.023462,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509667,0.509667,0.509667,0.509667,0.000000,-0.000000,-10.014453,0.000000,0.000000,0.000000
242,0.968000,0.000000,-0.000000,-4.791340,0.000000,-0.000000,0.076614,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809707,0.000000,-0.000000,0.022721,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509612,0.509612,0.509612,0.509612,0.000000,-0.000000,-10.013288,0.000000,0.000000,0.000000
243,0.972000,0.000000,-0.000000,-4.791037,0.000000,-0.000000,0.075810,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809569,0.000000,-0.000000,0.021984,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509558,0.509558,0.509558,0.509558,0.000000,0.000000,-10.012132,0.000000,0.000000,0.000000
244,0.976000,0.000000,-0.000000,-4.790737,0.000000,-0.000000,0.075010,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809434,0.000000,-0.000000,0.021253,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509503,0.509503,0.509503,0.509503,0.000000,0.000000,-10.010981,0.000000,0.000000,0.000000
245,0.980000,0.000000,-0.000000,-4.790440,0.000000,-0.000000,0.074216,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809303,0.000000,-0.000000,0.020526,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509450,0.509450,0.509450,0.509450,0.000000,0.000000,-10.009836,0.000000,0.000000,0.000000
246,0.984000,0.000000,-0.000000,-4.790146,0.000000,-0.000000,0.073425,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809174,0.000000,-0.000000,0.019806,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509396,0.509396,0.509396,0.509396,0.000000,-0.000000,-10.008698,0.000000,0.000000,0.000000
247,0.988000,0.000000,-0.000000,-4.789855,0.000000,-0.000000,0.072640,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.809048,0.000000,-0.000000,0.019090,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509343,0.509343,0.509343,0.509343,0.000000,-0.000000,-10.007568,0.000000,0.000000,0.000000
248,0.992000,0.000000,-0.000000,-4.789568,0.000000,-0.000000,0.071858,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808925,0.000000,-0.000000,0.018379,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509290,0.509290,0.509290,0.509290,0.000000,-0.000000,-10.006443,0.000000,0.000000,0.000000
249,0.996000,0.000000,-0.000000,-4.789284,0.000000,-0.000000,0.071081,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808805,0.000000,-0.000000,0.017674,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509237,0.509237,0.509237,0.509237,0.000000,0.000000,-10.005325,0.000000,0.000000,0.000000
250,1.000000,0.000000,-0.000000,-4.789002,0.000000,-0.000000,0.070309,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808688,0.000000,-0.000000,0.016974,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509185,0.509185,0.509185,0.509185,0.000000,0.000000,-10.004214,0.000000,0.000000,0.000000
251,1.004000,0.000000,-0.000000,-4.788724,0.000000,-0.000000,0.069541,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808573,0.000000,-0.000000,0.016279,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509133,0.509133,0.509133,0.509133,0.000000,0.000000,-10.003109,0.000000,0.000000,0.000000
252,1.008000,0.000000,-0.000000,-4.788449,0.000000,-0.000000,0.068777,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808461,0.000000,-0.000000,0.015589,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509081,0.509081,0.509081,0.509081,0.000000,0.000000,-10.002010,0.000000,0.000000,0.000000
253,1.012000,0.000000,-0.000000,-4.788177,0.000000,-0.000000,0.068018,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808352,0.000000,-0.000000,0.014904,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.509030,0.509030,0.509030,0.509030,0.000000,-0.000000,-10.000918,0.000000,0.000000,0.000000
254,1.016000,0.000000,-0.000000,-4.787908,0.000000,-0.000000,0.067263,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808246,0.000000,-0.000000,0.014224,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508979,0.508979,0.508979,0.508979,0.000000,-0.000000,-9.999832,0.000000,0.000000,0.000000
255,1.020000,0.000000,-0.000000,-4.787642,0.000000,-0.000000,0.066512,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808142,0.000000,-0.000000,0.013549,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508928,0.508928,0.508928,0.508928,0.000000,0.000000,-9.998753,0.000000,0.000000,0.000000
256,1.024000,0.000000,-0.000000,-4.787379,0.000000,-0.000000,0.065766,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.808041,0.000000,-0.000000,0.012879,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508877,0.508877,0.508877,0.508877,0.000000,-0.000000,-9.997680,0.000000,0.000000,0.000000
257,1.028000,0.000000,-0.000000,-4.787119,0.000000,-0.000000,0.065024,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807943,0.000000,-0.000000,0.012214,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508827,0.508827,0.508827,0.508827,0.000000,0.000000,-9.996613,0.000000,0.000000,0.000000
258,1.032000,0.000000,-0.000000,-4.786862,0.000000,-0.000000,0.064286,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807847,0.000000,-0.000000,0.011554,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508777,0.508777,0.508777,0.508777,0.000000,0.000000,-9.995552,0.000000,0.000000,0.000000
259,1.036000,0.000000,-0.000000,-4.786608,0.000000,-0.000000,0.063552,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807755,0.000000,-0.000000,0.010899,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508728,0.508728,0.508728,0.508728,0.000000,-0.000000,-9.994497,0.000000,0.000000,0.000000
260,1.040000,0.000000,-0.000000,-4.786356,0.000000,-0.000000,0.062822,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807665,0.000000,-0.000000,0.010248,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508678,0.508678,0.508678,0.508678,0.000000,-0.000000,-9.993448,0.000000,0.000000,0.000000
261,1.044000,0.000000,-0.000000,-4.786108,0.000000,-0.000000,0.062097,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807578,0.000000,-0.000000,0.009603,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508629,0.508629,0.508629,0.508629,0.000000,-0.000000,-9.992406,0.000000,0.000000,0.000000
262,1.048000,0.000000,-0.000000,-4.785862,0.000000,-0.000000,0.061375,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807493,0.000000,-0.000000,0.008962,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508580,0.508580,0.508580,0.508580,0.000000,-0.000000,-9.991369,0.000000,0.000000,0.000000
263,1.052000,0.000000,-0.000000,-4.785620,0.000000,-0.000000,0.060658,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807411,0.000000,-0.000000,0.008326,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508532,0.508532,0.508532,0.508532,0.000000,-0.000000,-9.990339,0.000000,0.000000,0.000000
264,1.056000,0.000000,-0.000000,-4.785380,0.000000,-0.000000,0.059945,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807331,0.000000,-0.000000,0.007695,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508484,0.508484,0.508484,0.508484,0.000000,-0.000000,-9.989315,0.000000,0.000000,0.000000
265,1.060000,0.000000,-0.000000,-4.785143,0.000000,-0.000000,0.059236,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807254,0.000000,-0.000000,0.007068,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508436,0.508436,0.508436,0.508436,0.000000,0.000000,-9.988297,0.000000,0.000000,0.000000
266,1.064000,0.000000,-0.000000,-4.784909,0.000000,-0.000000,0.058531,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807180,0.000000,-0.000000,0.006447,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508388,0.508388,0.508388,0.508388,0.000000,0.000000,-9.987284,0.000000,0.000000,0.000000
267,1.068000,0.000000,-0.000000,-4.784678,0.000000,-0.000000,0.057830,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807109,0.000000,-0.000000,0.005830,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508340,0.508340,0.508340,0.508340,0.000000,-0.000000,-9.986277,0.000000,0.000000,0.000000
268,1.072000,0.000000,-0.000000,-4.784449,0.000000,-0.000000,0.057132,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.807040,0.000000,-0.000000,0.005217,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508293,0.508293,0.508293,0.508293,0.000000,-0.000000,-9.985276,0.000000,0.000000,0.000000
269,1.076000,0.000000,-0.000000,-4.784223,0.000000,-0.000000,0.056439,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806973,0.000000,-0.000000,0.004609,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508246,0.508246,0.508246,0.508246,0.000000,-0.000000,-9.984282,0.000000,0.000000,0.000000
270,1.080000,0.000000,-0.000000,-4.784000,0.000000,-0.000000,0.055750,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806910,0.000000,-0.000000,0.004006,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508200,0.508200,0.508200,0.508200,0.000000,0.000000,-9.983292,0.000000,0.000000,0.000000
271,1.084000,0.000000,-0.000000,-4.783780,0.000000,-0.000000,0.055065,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806848,0.000000,-0.000000,0.003408,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508154,0.508154,0.508154,0.508154,0.000000,-0.000000,-9.982308,0.000000,0.000000,0.000000
272,1.088000,0.000000,-0.000000,-4.783563,0.000000,-0.000000,0.054383,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806789,0.000000,-0.000000,0.002814,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508108,0.508108,0.508108,0.508108,0.000000,0.000000,-9.981331,0.000000,0.000000,0.000000
273,1.092000,0.000000,-0.000000,-4.783348,0.000000,-0.000000,0.053706,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806733,0.000000,-0.000000,0.002224,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508062,0.508062,0.508062,0.508062,0.000000,-0.000000,-9.980359,0.000000,0.000000,0.000000
274,1.096000,0.000000,-0.000000,-4.783135,0.000000,-0.000000,0.053032,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806679,0.000000,-0.000000,0.001639,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.508016,0.508016,0.508016,0.508016,0.000000,-0.000000,-9.979393,0.000000,0.000000,0.000000
275,1.100000,0.000000,-0.000000,-4.782926,0.000000,-0.000000,0.052362,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806627,0.000000,-0.000000,0.001059,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507971,0.507971,0.507971,0.507971,0.000000,0.000000,-9.978432,0.000000,0.000000,0.000000
276,1.104000,0.000000,-0.000000,-4.782719,0.000000,-0.000000,0.051696,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806579,0.000000,-0.000000,0.000483,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507926,0.507926,0.507926,0.507926,0.000000,-0.000000,-9.977477,0.000000,0.000000,0.000000
277,1.108000,0.000000,-0.000000,-4.782515,0.000000,-0.000000,0.051034,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806532,0.000000,-0.000000,-0.000088,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507881,0.507881,0.507881,0.507881,0.000000,-0.000000,-9.976527,0.000000,0.000000,0.000000
278,1.112000,0.000000,-0.000000,-4.782314,0.000000,-0.000000,0.050375,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806489,0.000000,-0.000000,-0.000656,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507837,0.507837,0.507837,0.507837,0.000000,-0.000000,-9.975584,0.000000,0.000000,0.000000
279,1.116000,0.000000,-0.000000,-4.782115,0.000000,-0.000000,0.049720,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806447,0.000000,-0.000000,-0.001218,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507793,0.507793,0.507793,0.507793,0.000000,-0.000000,-9.974646,0.000000,0.000000,0.000000
280,1.120000,0.000000,-0.000000,-4.781919,0.000000,-0.000000,0.049069,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806408,0.000000,-0.000000,-0.001777,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507749,0.507749,0.507749,0.507749,0.000000,-0.000000,-9.973712,0.000000,0.000000,0.000000
281,1.124000,0.000000,-0.000000,-4.781725,0.000000,-0.000000,0.048422,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806372,0.000000,-0.000000,-0.002330,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507705,0.507705,0.507705,0.507705,0.000000,-0.000000,-9.972785,0.000000,0.000000,0.000000
282,1.128000,0.000000,-0.000000,-4.781534,0.000000,-0.000000,0.047778,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806338,0.000000,-0.000000,-0.002880,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507662,0.507662,0.507662,0.507662,0.000000,-0.000000,-9.971863,0.000000,0.000000,0.000000
283,1.132000,0.000000,-0.000000,-4.781345,0.000000,-0.000000,0.047138,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806306,0.000000,-0.000000,-0.003425,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507618,0.507618,0.507618,0.507618,0.000000,0.000000,-9.970946,0.000000,0.000000,0.000000
284,1.136000,0.000000,-0.000000,-4.781159,0.000000,-0.000000,0.046501,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806277,0.000000,-0.000000,-0.003966,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507576,0.507576,0.507576,0.507576,0.000000,-0.000000,-9.970035,0.000000,0.000000,0.000000
285,1.140000,0.000000,-0.000000,-4.780976,0.000000,-0.000000,0.045868,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806250,0.000000,-0.000000,-0.004503,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507533,0.507533,0.507533,0.507533,0.000000,0.000000,-9.969130,0.000000,0.000000,0.000000
286,1.144000,0.000000,-0.000000,-4.780795,0.000000,-0.000000,0.045239,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806225,0.000000,-0.000000,-0.005035,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507490,0.507490,0.507490,0.507490,0.000000,0.000000,-9.968228,0.000000,0.000000,0.000000
287,1.148000,0.000000,-0.000000,-4.780616,0.000000,-0.000000,0.044613,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806203,0.000000,-0.000000,-0.005564,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507448,0.507448,0.507448,0.507448,0.000000,-0.000000,-9.967333,0.000000,0.000000,0.000000
288,1.152000,0.000000,-0.000000,-4.780440,0.000000,-0.000000,0.043991,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806183,0.000000,-0.000000,-0.006088,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507406,0.507406,0.507406,0.507406,0.000000,0.000000,-9.966443,0.000000,0.000000,0.000000
289,1.156000,0.000000,-0.000000,-4.780267,0.000000,-0.000000,0.043372,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806166,0.000000,-0.000000,-0.006608,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507365,0.507365,0.507365,0.507365,0.000000,-0.000000,-9.965558,0.000000,0.000000,0.000000
290,1.160000,0.000000,-0.000000,-4.780096,0.000000,-0.000000,0.042757,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806150,0.000000,-0.000000,-0.007123,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507323,0.507323,0.507323,0.507323,0.000000,0.000000,-9.964679,0.000000,0.000000,0.000000
291,1.164000,0.000000,-0.000000,-4.779927,0.000000,-0.000000,0.042145,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806138,0.000000,-0.000000,-0.007635,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507282,0.507282,0.507282,0.507282,0.000000,0.000000,-9.963804,0.000000,0.000000,0.000000
292,1.168000,0.000000,-0.000000,-4.779761,0.000000,-0.000000,0.041537,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806127,0.000000,-0.000000,-0.008142,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507241,0.507241,0.507241,0.507241,0.000000,0.000000,-9.962934,0.000000,0.000000,0.000000
293,1.172000,0.000000,-0.000000,-4.779597,0.000000,-0.000000,0.040932,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806118,0.000000,-0.000000,-0.008646,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507200,0.507200,0.507200,0.507200,0.000000,-0.000000,-9.962070,0.000000,0.000000,0.000000
294,1.176000,0.000000,-0.000000,-4.779436,0.000000,-0.000000,0.040331,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806113,0.000000,-0.000000,-0.009145,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507160,0.507160,0.507160,0.507160,0.000000,-0.000000,-9.961211,0.000000,0.000000,0.000000
295,1.180000,0.000000,-0.000000,-4.779277,0.000000,-0.000000,0.039733,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806109,0.000000,-0.000000,-0.009640,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507120,0.507120,0.507120,0.507120,0.000000,-0.000000,-9.960358,0.000000,0.000000,0.000000
296,1.184000,0.000000,-0.000000,-4.779120,0.000000,-0.000000,0.039138,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806108,0.000000,-0.000000,-0.010131,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507080,0.507080,0.507080,0.507080,0.000000,-0.000000,-9.959508,0.000000,0.000000,0.000000
297,1.188000,0.000000,-0.000000,-4.778966,0.000000,-0.000000,0.038547,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806108,0.000000,-0.000000,-0.010618,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507040,0.507040,0.507040,0.507040,0.000000,0.000000,-9.958664,0.000000,0.000000,0.000000
298,1.192000,0.000000,-0.000000,-4.778814,0.000000,-0.000000,0.037959,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806110,0.000000,-0.000000,-0.011102,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.507001,0.507001,0.507001,0.507001,0.000000,0.000000,-9.957825,0.000000,0.000000,0.000000
299,1.196000,0.000000,-0.000000,-4.778665,0.000000,-0.000000,0.037374,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806115,0.000000,-0.000000,-0.011581,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506961,0.506961,0.506961,0.506961,0.000000,-0.000000,-9.956991,0.000000,0.000000,0.000000
300,1.200000,0.000000,-0.000000,-4.778518,0.000000,-0.000000,0.036793,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806121,0.000000,-0.000000,-0.012056,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506922,0.506922,0.506922,0.506922,0.000000,0.000000,-9.956161,0.000000,0.000000,0.000000
301,1.204000,0.000000,-0.000000,-4.778373,0.000000,-0.000000,0.036215,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806130,0.000000,-0.000000,-0.012527,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506883,0.506883,0.506883,0.506883,0.000000,-0.000000,-9.955338,0.000000,0.000000,0.000000
302,1.208000,0.000000,-0.000000,-4.778230,0.000000,-0.000000,0.035640,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-4.806141,0.000000,-0.000000,-0.012995,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506845,0.506845,0.506845,0.506845,0.000000,-0.000000,-9.954518,0.000000,0.000000,0.000000
